1;2;t
2;3;t
3;4;t
4;5;t
5;6;t
6;7;t
7;8;t
8;9;t
9;10;t
10;11;t
11;12;t
12;13;t
13;14;t
14;15;t
15;16;t
16;17;t
17;18;t
19;20;t
20;21;t
21;22;t
22;23;t
23;24;t
24;25;t
25;26;t
26;27;t
27;28;t
28;29;t
29;30;t
30;31;t
31;32;t
32;33;t
33;34;t
34;35;t
35;36;t
37;38;t
38;39;t
39;40;t
40;41;t
41;42;t
42;43;t
43;44;t
44;45;t
45;46;t
46;47;t
47;48;t
48;49;t
49;50;t
50;51;t
51;52;t
10;40;p
11;26;p
27;41;p
